                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.1823,                  1.275,                 1.0135,                0.37315,                0.49854,                0.36944,                0.22637,                 1.3662,                 1.6876,                 1.0946,             0.00081688,             0.00081688,             0.00081688
                     38,                 1.2182,                 1.3144,                 1.0358,                0.32219,                 0.5521,                0.37511,                0.23491,                 1.3018,                 1.6934,                 1.0835,              0.0008045,              0.0008045,              0.0008045
                     39,                 1.2392,                 1.3198,                 1.0157,                0.36689,                0.38702,                0.33954,                0.21517,                  1.308,                  1.804,                 1.0798,             0.00079213,             0.00079213,             0.00079213
                     40,                 1.2279,                 1.3197,                 1.0251,                0.31406,                0.53734,                0.36353,                0.23154,                 1.2923,                 1.6343,                 1.0691,             0.00077975,             0.00077975,             0.00077975
                     41,                 1.1269,                 1.2134,                 1.0104,                0.38912,                0.45569,                 0.3915,                0.23827,                 1.3583,                 1.5829,                 1.0969,             0.00076738,             0.00076738,             0.00076738
                     42,                 1.2175,                 1.2625,                 1.0288,                0.34827,                0.42885,                0.34806,                0.20427,                 1.4486,                 1.7075,                 1.1353,               0.000755,               0.000755,               0.000755
                     43,                 1.1675,                 1.2695,                 1.0126,                 0.3453,                  0.547,                0.41291,                0.26226,                 1.2869,                 1.6009,                 1.0688,             0.00074263,             0.00074263,             0.00074263
                     44,                 1.2025,                  1.229,                 1.0438,                0.37797,                0.48128,                0.41605,                0.26193,                 1.3297,                 1.6497,                 1.0957,             0.00073025,             0.00073025,             0.00073025
                     45,                 1.1739,                 1.1902,                 1.0187,                0.33232,                0.55038,                0.42506,                0.27425,                 1.2822,                 1.6502,                 1.0739,             0.00071788,             0.00071788,             0.00071788
                     46,                 1.2459,                 1.3382,                 1.0271,                0.36641,                0.51216,                0.42466,                0.27163,                 1.3101,                 1.6394,                  1.093,              0.0007055,              0.0007055,              0.0007055
                     47,                  1.189,                 1.2397,                 1.0287,                0.42862,                0.43556,                0.41198,                0.25614,                  1.316,                 1.6889,                 1.0968,             0.00069313,             0.00069313,             0.00069313
                     48,                 1.2005,                 1.2052,                 1.0092,                0.29528,                0.50698,                0.32143,                0.19536,                 1.3361,                 1.9948,                 1.1049,             0.00068075,             0.00068075,             0.00068075
                     49,                 1.1416,                 1.1675,                0.99255,                0.37891,                0.44986,                0.38824,                0.24405,                 1.3047,                 1.6681,                 1.0703,             0.00066838,             0.00066838,             0.00066838
                     50,                 1.1514,                 1.1696,                0.99693,                0.37935,                0.43425,                0.37851,                0.23934,                 1.3024,                 1.6003,                 1.0788,               0.000656,               0.000656,               0.000656
                     51,                 1.1593,                 1.1934,                 1.0103,                0.31579,                0.54669,                0.37087,                0.23344,                 1.2946,                  1.598,                 1.0809,             0.00064362,             0.00064362,             0.00064362
                     52,                 1.2968,                 1.3422,                 1.1077,                0.34329,                0.47788,                0.35988,                0.22225,                 1.3001,                 1.6854,                 1.0824,             0.00063125,             0.00063125,             0.00063125
                     53,                 1.1653,                 1.1012,                 1.0198,                0.33082,                0.50268,                0.36091,                0.22536,                 1.2972,                 1.6977,                 1.0893,             0.00061887,             0.00061887,             0.00061887
                     54,                 1.1746,                 1.1542,                 1.0113,                0.32784,                0.48738,                 0.3746,                0.24062,                 1.3082,                 1.6667,                 1.0873,              0.0006065,              0.0006065,              0.0006065
                     55,                 1.1703,                 1.1074,                 1.0321,                0.34308,                0.44434,                0.37543,                 0.2394,                 1.2969,                  1.732,                 1.0841,             0.00059413,             0.00059413,             0.00059413
                     56,                 1.1616,                 1.1961,                  1.017,                0.36205,                0.47368,                0.35933,                0.22792,                 1.3418,                  1.668,                  1.104,             0.00058175,             0.00058175,             0.00058175
                     57,                 1.1311,                  1.136,                 1.0017,                0.34364,                0.51092,                0.35435,                0.22592,                 1.2835,                 1.7399,                 1.0715,             0.00056938,             0.00056938,             0.00056938
                     58,                 1.1259,                 1.0635,                 1.0004,                0.31895,                0.52294,                0.35853,                0.22573,                 1.3211,                 1.6818,                 1.0867,               0.000557,               0.000557,               0.000557
                     59,                 1.1413,                 1.0827,                0.99967,                0.32776,                0.43973,                0.35594,                0.22709,                 1.3252,                 1.7474,                  1.092,             0.00054463,             0.00054463,             0.00054463
                     60,                 1.1242,                 1.1136,                 1.0138,                0.30774,                0.52322,                 0.3512,                0.22688,                 1.3123,                 1.7256,                 1.0938,             0.00053225,             0.00053225,             0.00053225
                     61,                 1.0691,                 1.0457,                0.98659,                0.33947,                0.46907,                0.34456,                0.21802,                 1.3376,                 1.7537,                  1.092,             0.00051988,             0.00051988,             0.00051988
                     62,                 1.1099,                 1.0255,                0.99668,                 0.3593,                0.39169,                0.35022,                0.21943,                 1.3321,                 1.7329,                 1.1003,              0.0005075,              0.0005075,              0.0005075
                     63,                 1.0543,                 1.1448,                0.99739,                0.29048,                0.54982,                0.35311,                0.22652,                 1.3023,                  1.774,                 1.0896,             0.00049513,             0.00049513,             0.00049513
                     64,                 1.0965,                 1.0288,                0.98537,                0.35869,                  0.378,                0.32737,                0.20666,                 1.3208,                 1.8126,                 1.0941,             0.00048275,             0.00048275,             0.00048275
                     65,                  1.114,                 1.0102,                0.99618,                0.32861,                 0.5202,                 0.3621,                0.23071,                 1.3314,                 1.7383,                 1.1095,             0.00047038,             0.00047038,             0.00047038
                     66,                 1.0789,                 1.0332,                 1.0006,                0.30545,                0.60486,                0.36562,                0.23392,                   1.31,                 1.6574,                 1.1049,               0.000458,               0.000458,               0.000458
                     67,                 1.0624,                   0.96,                0.97917,                0.30521,                0.49661,                0.33351,                 0.2072,                  1.332,                  1.866,                 1.1099,             0.00044563,             0.00044563,             0.00044563
                     68,                  1.075,                0.98094,                0.96943,                0.31456,                0.50163,                0.34765,                0.21662,                 1.3258,                 1.8098,                 1.1003,             0.00043325,             0.00043325,             0.00043325
                     69,                 1.1139,                 1.0051,                0.99428,                  0.344,                0.47512,                0.34716,                0.21527,                 1.3282,                 1.7504,                 1.1001,             0.00042087,             0.00042087,             0.00042087
                     70,                 1.0976,                0.96691,                  0.983,                0.34101,                0.46228,                0.33917,                0.20908,                 1.3274,                 1.7676,                 1.1058,              0.0004085,              0.0004085,              0.0004085
                     71,                  1.112,                0.96801,                0.99586,                0.35059,                0.43958,                0.32715,                0.20168,                 1.3054,                 1.7566,                 1.0977,             0.00039613,             0.00039613,             0.00039613
                     72,                 1.0706,                0.93524,                0.98331,                0.39379,                0.39018,                0.34263,                 0.2135,                 1.3039,                 1.7478,                  1.083,             0.00038375,             0.00038375,             0.00038375
                     73,                 1.0503,                 1.0053,                0.97074,                0.26698,                0.55331,                0.35594,                0.22761,                 1.2973,                 1.8125,                 1.0861,             0.00037138,             0.00037138,             0.00037138
                     74,                 1.0765,                0.93357,                0.97386,                0.30376,                0.54414,                0.35337,                0.22824,                 1.2926,                 1.7446,                 1.0939,               0.000359,               0.000359,               0.000359
                     75,                 1.0849,                0.91082,                0.96754,                0.36185,                0.39588,                0.35951,                 0.2354,                 1.3103,                  1.749,                 1.1007,             0.00034663,             0.00034663,             0.00034663
                     76,                 1.0538,                0.89304,                0.98451,                0.34016,                0.45271,                0.35181,                0.23027,                 1.3119,                 1.8456,                 1.1028,             0.00033425,             0.00033425,             0.00033425
                     77,                 1.0554,                0.91415,                0.96965,                0.37679,                0.38261,                0.34828,                0.22762,                 1.2968,                 1.7715,                 1.1004,             0.00032188,             0.00032188,             0.00032188
                     78,                 1.0326,                0.88754,                0.96556,                0.30435,                0.49211,                0.34991,                0.22824,                 1.2945,                 1.7181,                 1.0971,              0.0003095,              0.0003095,              0.0003095
                     79,                 1.0486,                0.88672,                0.98734,                0.30289,                0.53178,                0.35677,                0.23233,                    1.3,                  1.696,                 1.0979,             0.00029713,             0.00029713,             0.00029713
                     80,                 1.0403,                0.86071,                0.95538,                 0.3401,                0.41425,                0.33971,                0.22021,                 1.3419,                 1.7225,                 1.1079,             0.00028475,             0.00028475,             0.00028475
                     81,                 1.0428,                0.89922,                0.98242,                0.28808,                0.52752,                 0.3568,                0.23161,                 1.2992,                 1.7228,                 1.0919,             0.00027237,             0.00027237,             0.00027237
                     82,                  1.036,                0.86245,                0.96317,                0.33308,                0.42776,                0.34819,                0.22306,                  1.332,                 1.7434,                 1.1094,                0.00026,                0.00026,                0.00026
                     83,                 1.0162,                  0.842,                0.96745,                0.34053,                0.42372,                0.34373,                0.21692,                 1.3243,                 1.7581,                 1.1066,             0.00024762,             0.00024762,             0.00024762
                     84,                  1.041,                 0.8306,                0.97152,                0.34085,                0.50398,                0.36288,                0.22903,                 1.3187,                 1.7274,                 1.0992,             0.00023525,             0.00023525,             0.00023525
                     85,                 1.0049,                0.80923,                0.96282,                0.32755,                 0.5032,                 0.3658,                0.23229,                  1.322,                 1.7254,                 1.0966,             0.00022288,             0.00022288,             0.00022288
                     86,                0.96805,                0.82562,                0.96478,                  0.352,                0.46091,                0.36042,                0.22897,                 1.3352,                 1.7419,                 1.1008,              0.0002105,              0.0002105,              0.0002105
                     87,                0.97026,                0.80608,                0.94783,                0.31069,                0.51952,                0.34822,                0.21979,                 1.3384,                 1.8006,                 1.1025,             0.00019813,             0.00019813,             0.00019813
                     88,                 1.0164,                0.82406,                0.95353,                0.31886,                0.45253,                0.33086,                0.20307,                 1.3686,                 1.8584,                 1.1197,             0.00018575,             0.00018575,             0.00018575
                     89,                0.99767,                0.78235,                0.96253,                0.32302,                0.51348,                 0.3541,                0.22799,                 1.3316,                 1.8077,                  1.102,             0.00017338,             0.00017338,             0.00017338
                     90,                 1.0082,                0.78564,                0.95543,                0.30463,                0.52848,                0.35697,                0.22804,                 1.3204,                 1.7584,                 1.1006,               0.000161,               0.000161,               0.000161
                     91,                0.98409,                0.80952,                0.94282,                0.31559,                0.48684,                0.35454,                0.22884,                 1.3332,                 1.7777,                 1.1085,             0.00014862,             0.00014862,             0.00014862
                     92,                0.97957,                0.78006,                0.94862,                 0.3152,                0.50798,                0.34965,                0.22896,                 1.3269,                 1.8538,                  1.111,             0.00013625,             0.00013625,             0.00013625
                     93,                0.99949,                0.83936,                0.95054,                0.29566,                0.55744,                 0.3516,                0.23043,                 1.3187,                  1.812,                 1.1084,             0.00012387,             0.00012387,             0.00012387
                     94,                0.94161,                0.75625,                0.93967,                 0.3146,                 0.4735,                0.35157,                0.22575,                 1.3189,                 1.7761,                 1.1118,              0.0001115,              0.0001115,              0.0001115
                     95,                 0.9582,                0.73892,                0.94345,                0.28809,                0.51473,                0.34801,                0.21856,                 1.3268,                 1.7806,                 1.1196,             9.9125e-05,             9.9125e-05,             9.9125e-05
